10000000 	 A6 	 5 	 - 
10000001 	 A5 	 5 	 - 
10000002 	 A5 	 5 	 - 
10000003 	 A5 	 5 	 - 
10000004 	 A5 	 5 	 - 
10000005 	 A5 	 5 	 - 
10000006 	 A5 	 5 	 - 
10000007 	 A5 	 5 	 - 
10000008 	 A5 	 5 	 - 
10000009 	 A5 	 5 	 - 
10000010 	 A6 	 5 	 - 
10000011 	 A5 	 5 	 - 
10000012 	 A5 	 5 	 - 
10000013 	 A5 	 5 	 - 
10000014 	 A5 	 5 	 - 
10000015 	 A5 	 5 	 - 
10000016 	 A5 	 5 	 - 
10000017 	 A5 	 5 	 - 
10000018 	 A5 	 5 	 - 
10000019 	 A5 	 5 	 - 
10000020 	 A6 	 5 	 - 
10000021 	 A5 	 5 	 - 
10000022 	 A5 	 5 	 - 
10000023 	 A5 	 5 	 - 
10000024 	 A5 	 5 	 - 
10000025 	 A5 	 5 	 - 
10000026 	 A5 	 5 	 - 
10000027 	 A5 	 5 	 - 
10000028 	 A5 	 5 	 - 
10000029 	 A5 	 5 	 - 
10000030 	 A6 	 5 	 - 
10000031 	 A5 	 5 	 - 
10000032 	 A5 	 5 	 - 
10000033 	 A5 	 5 	 - 
10000034 	 A5 	 5 	 - 
10000035 	 A5 	 5 	 - 
10000036 	 A5 	 5 	 - 
10000037 	 A5 	 5 	 - 
10000038 	 A5 	 5 	 - 
10000039 	 A5 	 5 	 - 
10000040 	 A6 	 5 	 - 
10000041 	 A5 	 5 	 - 
10000042 	 A5 	 5 	 - 
10000043 	 A5 	 5 	 - 
10000044 	 A5 	 5 	 - 
10000045 	 A5 	 5 	 - 
10000046 	 A5 	 5 	 - 
10000047 	 A5 	 5 	 - 
10000048 	 A5 	 5 	 - 
10000049 	 A5 	 5 	 - 
10000050 	 A6 	 5 	 - 
10000051 	 A5 	 5 	 - 
10000052 	 A5 	 5 	 - 
10000053 	 A5 	 5 	 - 
10000054 	 A5 	 5 	 - 
10000055 	 A5 	 5 	 - 
10000056 	 A5 	 5 	 - 
10000057 	 A5 	 5 	 - 
10000058 	 A5 	 5 	 - 
10000059 	 A5 	 5 	 - 
10000060 	 A6 	 5 	 - 
10000061 	 A5 	 5 	 - 
10000062 	 A5 	 5 	 - 
10000063 	 A5 	 5 	 - 
10000064 	 A5 	 5 	 - 
10000065 	 A5 	 5 	 - 
10000066 	 A5 	 5 	 - 
10000067 	 A5 	 5 	 - 
